,MSE,DataNumber
605,0.5149222619230065,815168th data
606,0.712614177940698,815296th data
607,0.6694330000929005,816064th data
608,0.7262336168504966,816192th data
609,0.719567300146843,816512th data
610,0.7368760310561617,817408th data
611,0.5986273216937201,817728th data
612,0.7006524377926695,817856th data
613,0.7686391800005632,818688th data
614,0.48539753325844487,819392th data
615,0.5110249470212995,819456th data
616,0.7097639323358065,819776th data
617,0.7345574634489369,819840th data
618,0.34517181380501466,820096th data
619,0.4070499089274273,821440th data
620,0.7716317539981379,829120th data
621,0.8040506242096512,829312th data
622,0.32379842436417455,829952th data
623,0.7188439285822634,830528th data
624,0.8270815804251055,830720th data
625,0.31734582861349253,834240th data
626,0.6069923416901828,838080th data
627,0.9132973149138321,83840th data
628,0.3682958939624683,839488th data
629,0.6422546038008135,844032th data
630,0.8547181516703151,844288th data
631,0.7946086942631361,846400th data
632,0.5328557341708553,846592th data
633,0.5863599151390746,850048th data
634,0.6279824632755893,851840th data
635,0.511060313087957,853120th data
636,0.6258048166581114,853888th data
637,0.47077591345932035,854528th data
638,0.6205354807823098,856384th data
639,0.49064495523314605,856768th data
640,0.6593917932049012,857728th data
641,0.37792010648195906,858560th data
642,0.5329330861399022,858624th data
643,0.28984184596903045,861632th data
644,0.35216324739167604,862656th data
645,0.7917949108401623,863680th data
646,0.5557381990405208,863872th data
647,0.45009406652136713,864448th data
648,0.4448985060201838,864512th data
649,0.3232904368232994,86464th data
650,0.39364897627363066,865728th data
651,0.5803540292039457,867712th data
652,0.5183798497250811,868480th data
653,0.9855711801534364,8704th data
654,0.6681942483535599,874432th data
655,0.633644426124861,875136th data
656,0.473403956982367,876096th data
657,0.8178434200871296,880896th data
658,0.5464274728314003,881152th data
659,0.4959214072261698,881216th data
660,0.7003778837504024,883072th data
661,0.529269246652043,8832th data
662,0.7476884968573358,883392th data
663,0.7321435020761338,885760th data
664,0.3639521526323986,89024th data
665,0.3358092628394816,891072th data
666,0.41935059951664627,891392th data
667,0.5999649917271634,892224th data
668,1.2182483673578863,892864th data
669,1.2948134818442592,893248th data
670,0.8529241427827969,893888th data
671,1.20776236725849,893952th data
672,0.6872334459747234,895936th data
673,0.8189320219233021,896000th data
674,0.5230219159894303,896896th data
675,0.3907646177272961,902720th data
676,0.3923967968739783,903360th data
677,0.4460270394883952,905024th data
678,0.8921439775234399,908800th data
679,0.614064461185543,910080th data
680,0.5467990404843261,913856th data
681,0.8972426051716411,917568th data
682,0.5557061737098303,918784th data
683,0.8413909317994381,919872th data
684,0.4007834447643275,920128th data
685,0.35961549362190987,921600th data
686,0.6010311196075202,928576th data
687,0.3923967968739783,929728th data
688,0.34434987628473307,92992th data
689,0.566209858668854,930112th data
690,0.6907678716461123,930688th data
691,0.5787426191348823,930816th data
692,0.6392675684530156,931072th data
693,1.0252620517937319,933504th data
694,0.7602122598748196,934336th data
695,0.42814069984705544,935232th data
696,0.42814069984705544,935296th data
697,0.5164857702029346,938176th data
698,0.4156895912144576,940800th data
699,0.2721191437200412,940992th data
700,0.7278196570114324,941056th data
701,0.32266874571107085,94272th data
702,0.519291529112488,943616th data
703,0.6640852573200617,944064th data
704,0.5760814009162885,944256th data
705,0.563093349265513,944960th data
706,1.0706213714156485,945344th data
707,0.664678522840678,945536th data
708,0.5289879671451401,945600th data
709,0.40644150717279276,945664th data
710,0.4774274375621559,945984th data
711,0.5010029692207782,946496th data
712,0.25609177355032037,948480th data
713,0.23536728567086712,951552th data
714,0.3718361627353444,952960th data
715,0.4097433314760244,953664th data
716,0.40036325272154727,956288th data
717,0.48797298838213715,956352th data
718,0.5159483820502795,956672th data
719,0.8729950507230664,95680th data
720,0.5002176423536708,956864th data
721,0.34879697950372984,956928th data
722,0.3937566303775633,957120th data
723,0.31758077087279535,960512th data
724,0.3819478615622934,962560th data
725,0.4296605711785715,96256th data
726,0.6661238602977542,96448th data
727,0.4330251849019043,97152th data
728,0.5618022163425884,975040th data
729,0.3606401449506089,977728th data
730,0.47128262571455576,982144th data
731,0.4395545695324548,987200th data
732,0.2609918436484185,991168th data
733,0.889360483353363,994176th data
734,0.38125253335934867,995008th data
